"","scenarioID","model","nIteration","pos","ratePos","mEs","nA","nB","nEff","sampleSize","samplePrior","p1","p2","p3","marginColiVBAT"
"335","scenario79","bayesglm",1460,439,0.300684931506849,0.0506799471230678,380.839726027397,205.050684931507,585.890410958904,740,300,0.4,"0.45",0.4,"0.05"
"336","scenario8","bayesglm",1460,80,0.0547945205479452,0.100452250221008,175.166438356164,94.0671232876712,269.233561643836,340,300,0.4,"0.5",0.4,"0.1"
"337","scenario80","bayesglm",1460,441,0.302054794520548,0.0503153652602256,391.256849315069,211.371917808219,602.628767123288,760,300,0.4,"0.45",0.4,"0.05"
"338","scenario81","bayesglm",1460,434,0.297260273972603,0.0509359574273899,401.914383561644,216.019178082192,617.933561643836,780,300,0.4,"0.45",0.4,"0.05"
"339","scenario82","bayesglm",1460,490,0.335616438356164,0.0514869104874464,411.581506849315,222.263698630137,633.845205479452,800,300,0.4,"0.45",0.4,"0.05"
"340","scenario83","bayesglm",1460,442,0.302739726027397,0.0521265745764685,422.23904109589,227.195890410959,649.434931506849,820,300,0.4,"0.45",0.4,"0.05"
"341","scenario84","bayesglm",1460,486,0.332876712328767,0.0500345475479356,432.406164383562,233.078767123288,665.484931506849,840,300,0.4,"0.45",0.4,"0.05"
"342","scenario85","bayesglm",1460,500,0.342465753424658,0.049791641836638,442.245890410959,239.170547945205,681.416438356164,860,300,0.4,"0.45",0.4,"0.05"
"343","scenario86","bayesglm",1460,512,0.350684931506849,0.0497244666831216,453.053424657534,244.243150684931,697.296575342466,880,300,0.4,"0.45",0.4,"0.05"
"344","scenario87","bayesglm",1460,524,0.358904109589041,0.0490752321380547,464.32397260274,249.487671232877,713.811643835616,900,300,0.4,"0.45",0.4,"0.05"
"345","scenario88","bayesglm",1460,517,0.354109589041096,0.0495518930375313,474.172602739726,255.143835616438,729.316438356164,920,300,0.4,"0.45",0.4,"0.05"
"346","scenario89","bayesglm",1460,544,0.372602739726027,0.0484455295019448,483.973287671233,260.797260273973,744.770547945205,940,300,0.4,"0.45",0.4,"0.05"
"347","scenario9","bayesglm",1460,85,0.0582191780821918,0.100612747925462,185.782876712329,99.5493150684931,285.332191780822,360,300,0.4,"0.5",0.4,"0.1"
"348","scenario90","bayesglm",1460,539,0.369178082191781,0.0498106812404322,494.431506849315,266.074657534247,760.506164383562,960,300,0.4,"0.45",0.4,"0.05"
"349","scenario91","bayesglm",1460,545,0.373287671232877,0.0498562839388458,504.371917808219,271.836301369863,776.208219178082,980,300,0.4,"0.45",0.4,"0.05"
"350","scenario92","bayesglm",1460,492,0.336986301369863,0.0529101509590553,516.043150684932,276.971917808219,793.015068493151,1000,300,0.4,"0.45",0.4,"0.05"
"351","scenario93","bayesglm",1460,534,0.365753424657534,0.0505695166623631,524.719178082192,283.2,807.919178082192,1020,300,0.4,"0.45",0.4,"0.05"
"352","scenario94","bayesglm",1460,564,0.386301369863014,0.0493811035069715,535.937671232877,288.382876712329,824.320547945205,1040,300,0.4,"0.45",0.4,"0.05"
"353","scenario95","bayesglm",1460,572,0.391780821917808,0.050850483465793,545.545205479452,293.998630136986,839.543835616438,1060,300,0.4,"0.45",0.4,"0.05"
"354","scenario96","bayesglm",1460,572,0.391780821917808,0.0505599348963209,555.852054794521,299.806164383562,855.658219178082,1080,300,0.4,"0.45",0.4,"0.05"
"355","scenario97","bayesglm",1460,569,0.38972602739726,0.0496657787995788,566.326712328767,305.632191780822,871.958904109589,1100,300,0.4,"0.45",0.4,"0.05"
"356","scenario98","bayesglm",1460,639,0.437671232876712,0.0485864773127805,576.771917808219,310.750684931507,887.522602739726,1120,300,0.4,"0.45",0.4,"0.05"
"357","scenario99","bayesglm",1460,604,0.413698630136986,0.0495802504284342,586.634246575342,316.53904109589,903.173287671233,1140,300,0.4,"0.45",0.4,"0.05"
